TVCL,TVVC,TVKA,omega[1],omega[2],omega[3],sigma_p,.chain,.iteration,.draw
4.01482,69.0349,1.0062,0.28319,0.33250999999999997,0.42349,0.195184,3,24,2024
4.15803,68.564,0.986785,0.292705,0.373413,0.436377,0.200995,3,25,2025
4.08495,68.1094,1.00174,0.303497,0.348223,0.377917,0.198659,3,26,2026
4.07525,67.8261,0.983277,0.29764,0.364652,0.365133,0.19843,3,27,2027
4.05938,67.6742,0.993861,0.306342,0.379075,0.402577,0.197124,3,28,2028
4.12413,67.239,0.979799,0.300297,0.374258,0.394059,0.199164,3,29,2029
4.11278,65.7338,0.930631,0.312003,0.333592,0.362933,0.200826,3,30,2030
4.11326,66.243,0.941107,0.313748,0.333256,0.402306,0.200466,3,31,2031
4.05942,65.8406,0.932605,0.30657,0.329139,0.392903,0.19458,3,32,2032
4.09883,66.2947,0.965637,0.310713,0.323182,0.385387,0.196891,3,33,2033
4.10591,65.4877,0.938944,0.316836,0.328159,0.388971,0.199592,3,34,2034
4.08276,64.8335,0.907354,0.31392,0.346577,0.426281,0.197673,3,35,2035
4.0721,66.2843,0.947659,0.289666,0.378468,0.425422,0.201038,3,36,2036
4.05184,64.8213,0.943919,0.301895,0.374761,0.427276,0.197856,3,37,2037
4.05675,64.8357,0.945698,0.303516,0.378066,0.401207,0.201929,3,38,2038
4.0617,65.2625,0.943207,0.306413,0.336317,0.407648,0.197493,3,39,2039
3.95928,64.9755,0.994653,0.291846,0.368957,0.449147,0.198297,3,40,2040
3.93679,63.9784,0.96218,0.272752,0.37589,0.388945,0.197551,3,41,2041
3.99492,64.5622,0.976846,0.283034,0.373111,0.394653,0.198222,3,42,2042
3.94325,65.3083,0.937,0.29024,0.36945,0.467427,0.19662,3,43,2043
4.01153,66.7688,1.00806,0.297577,0.370859,0.425925,0.201308,3,44,2044
3.95067,66.0439,0.936262,0.30423,0.36258,0.397134,0.193921,3,45,2045
3.96813,68.3557,0.953453,0.305745,0.364625,0.388538,0.197753,3,46,2046
3.98494,67.8606,0.91361,0.326254,0.344171,0.352826,0.200424,3,47,2047
3.97971,69.4047,0.9318,0.315493,0.3617,0.370173,0.196732,3,48,2048
3.94636,69.9494,0.986704,0.307114,0.326761,0.40346,0.196727,3,49,2049
4.01792,69.0802,0.98079,0.300944,0.346165,0.42249,0.198853,3,50,2050
4.04361,66.9987,0.975573,0.310232,0.328137,0.401551,0.198296,3,51,2051
3.96827,66.5324,0.968277,0.295343,0.348239,0.401413,0.20044,3,52,2052
3.93894,66.5152,0.984671,0.301213,0.345908,0.398242,0.197048,3,53,2053
3.93893,65.9755,0.980799,0.320383,0.379026,0.41938,0.200733,3,54,2054
3.9211,66.0822,1.01693,0.309135,0.358738,0.445415,0.196272,3,55,2055
3.88225,68.127,0.921979,0.326818,0.380845,0.446771,0.201038,3,56,2056
3.93434,67.8697,0.98855,0.312326,0.389515,0.385647,0.196253,3,57,2057
3.90696,68.5186,1.04153,0.274244,0.407524,0.45629,0.199968,3,58,2058
3.90875,68.5276,1.00292,0.271436,0.423913,0.4074,0.203876,3,59,2059
3.91908,68.1351,1.03507,0.273689,0.425859,0.422671,0.200048,3,60,2060
3.88643,71.0883,1.01745,0.305946,0.35575,0.432204,0.197139,3,61,2061
3.82085,71.4455,0.996358,0.30399,0.387805,0.405219,0.198304,3,62,2062
3.93029,71.389,1.09396,0.301081,0.379378,0.433045,0.197026,3,63,2063
3.9041,73.6826,1.00629,0.281774,0.39603,0.458882,0.200207,3,64,2064
3.89769,68.6926,1.02885,0.294943,0.367445,0.472766,0.198888,3,65,2065
3.88093,68.2329,1.02156,0.291283,0.367086,0.455889,0.199389,3,66,2066
3.89559,70.1928,0.994591,0.297754,0.364045,0.429861,0.196794,3,67,2067
3.91708,68.6672,0.986884,0.28611,0.354072,0.389668,0.20012,3,68,2068
3.94455,68.0952,1.02756,0.301944,0.345345,0.430559,0.196885,3,69,2069
3.90803,69.3101,1.0105,0.266879,0.380614,0.412988,0.200142,3,70,2070
4.01606,70.1184,0.942351,0.271645,0.356451,0.40071,0.195683,3,71,2071
4.0325,69.0358,0.948804,0.270798,0.339471,0.394206,0.202388,3,72,2072
4.03188,67.1158,1.01027,0.259407,0.366452,0.423087,0.200521,3,73,2073
3.97917,68.6532,0.940596,0.25343,0.409411,0.400827,0.196871,3,74,2074
3.93658,67.7303,0.911557,0.254671,0.399528,0.403668,0.195246,3,75,2075
3.96825,69.5164,0.946306,0.259082,0.371405,0.429966,0.204215,3,76,2076
3.95882,66.4803,1.02594,0.284318,0.327091,0.391695,0.193557,3,77,2077
3.89386,67.4745,1.00188,0.29145,0.388471,0.428659,0.200038,3,78,2078
3.86098,69.5317,0.974774,0.296444,0.364575,0.415272,0.196384,3,79,2079
3.88092,68.5803,0.9095,0.285111,0.329064,0.414433,0.19961,3,80,2080
3.85571,69.0072,0.897384,0.275278,0.34561,0.418797,0.196042,3,81,2081
3.96272,69.0107,0.873811,0.281693,0.339032,0.351553,0.202996,3,82,2082
3.96026,69.3085,0.867818,0.277413,0.337462,0.403014,0.198253,3,83,2083
3.99379,68.9911,0.914221,0.274062,0.342222,0.444976,0.198838,3,84,2084
4.01153,70.594,1.00408,0.27596,0.398144,0.430103,0.197843,3,85,2085
4.02827,70.5702,1.03007,0.279395,0.383793,0.429262,0.198816,3,86,2086
4.02489,70.2085,1.01622,0.280266,0.370377,0.401546,0.196111,3,87,2087
4.01581,70.0216,1.00855,0.285172,0.375612,0.395126,0.197431,3,88,2088
3.98715,70.0521,1.00749,0.290509,0.378753,0.383475,0.197205,3,89,2089
4.10217,69.9788,0.957208,0.291166,0.38228,0.378211,0.198827,3,90,2090
4.07398,69.7534,1.01887,0.292584,0.353102,0.373167,0.196294,3,91,2091
3.94559,69.5743,1.02167,0.305222,0.360867,0.369296,0.200609,3,92,2092
3.90653,69.9458,0.977554,0.293786,0.351911,0.383136,0.198964,3,93,2093
3.99225,68.422,1.04349,0.280232,0.363885,0.443232,0.198354,3,94,2094
4.01143,66.6414,0.957392,0.286966,0.364591,0.374443,0.197542,3,95,2095
4.09217,68.6115,0.927422,0.299347,0.328583,0.38265,0.199829,3,96,2096
3.98818,68.0336,0.990046,0.267968,0.336174,0.361498,0.199511,3,97,2097
4.01425,68.64,0.993264,0.269432,0.325879,0.354423,0.200747,3,98,2098
3.96773,69.1587,0.997909,0.285658,0.376176,0.400315,0.197361,3,99,2099
3.97403,69.1469,1.06793,0.285321,0.349436,0.370271,0.201206,3,100,2100
3.9081,69.0993,0.967562,0.291708,0.348992,0.345879,0.1931,3,101,2101
3.95515,68.3431,0.988717,0.273963,0.36232,0.406473,0.202797,3,102,2102
3.95177,68.6421,0.99524,0.274062,0.349499,0.399402,0.200316,3,103,2103
3.90094,68.833,0.945385,0.301718,0.34132,0.38586,0.196951,3,104,2104
3.97705,68.2628,0.968463,0.297972,0.350414,0.445932,0.199799,3,105,2105
4.01495,67.6435,0.979673,0.28544,0.374412,0.454156,0.198025,3,106,2106
4.0407,69.3569,0.978311,0.285438,0.386535,0.37791,0.198613,3,107,2107
3.98303,68.671,0.972261,0.278283,0.388193,0.389119,0.194854,3,108,2108
3.9439,69.5353,1.02229,0.289208,0.389876,0.395986,0.197762,3,109,2109
3.93684,69.0542,0.979639,0.283423,0.364251,0.382965,0.197879,3,110,2110
4.00203,68.8404,1.00137,0.292814,0.341809,0.447596,0.198901,3,111,2111
3.93905,67.1231,0.952775,0.313346,0.358474,0.396528,0.194098,3,112,2112
3.90855,66.565,0.983602,0.288998,0.361597,0.439146,0.201089,3,113,2113
3.88107,65.7433,0.91692,0.295482,0.364941,0.373073,0.195717,3,114,2114
3.90453,68.1658,1.00499,0.316048,0.359624,0.439908,0.20097,3,115,2115
3.91096,67.4251,0.947439,0.298266,0.376379,0.404405,0.197362,3,116,2116
3.91757,68.7039,0.977973,0.297158,0.380936,0.365594,0.199435,3,117,2117
3.92676,67.7368,0.994286,0.283577,0.365347,0.368696,0.198811,3,118,2118
4.03076,67.1525,1.01877,0.282223,0.359401,0.350489,0.197199,3,119,2119
4.06878,70.2087,0.971018,0.281149,0.355271,0.358751,0.19967,3,120,2120
4.08075,68.5622,0.982787,0.274435,0.359286,0.382019,0.19815,3,121,2121
4.06862,70.3326,0.939605,0.284357,0.338441,0.382659,0.199609,3,122,2122
4.06919,71.0206,0.93225,0.284864,0.33082,0.413439,0.199174,3,123,2123
3.98678,70.7986,0.960399,0.276908,0.315494,0.408546,0.195668,3,124,2124
4.01149,71.1217,0.942332,0.287808,0.314687,0.399577,0.19736,3,125,2125
4.00065,70.6717,1.05199,0.281098,0.34517,0.438326,0.19798,3,126,2126
4.09145,70.2799,0.92793,0.304343,0.339507,0.496826,0.198529,3,127,2127
3.98908,71.189,0.936909,0.318366,0.342727,0.433709,0.19659,3,128,2128
4.06633,71.99,0.956482,0.308377,0.317053,0.408937,0.199489,3,129,2129
4.00144,70.1641,1.04305,0.296665,0.350543,0.3893,0.197035,3,130,2130
4.0401300000000004,70.861,1.05347,0.310549,0.345581,0.376835,0.195551,3,131,2131
4.01438,70.2865,1.0426,0.307212,0.329049,0.40963,0.201566,3,132,2132
3.92541,70.4897,0.940462,0.306017,0.372366,0.388374,0.198454,3,133,2133
3.93958,69.6543,0.95772,0.30698,0.322391,0.402464,0.199461,3,134,2134
3.83067,71.1762,0.994405,0.300666,0.328996,0.404728,0.195087,3,135,2135
3.87318,74.1702,1.06131,0.291265,0.352276,0.389791,0.202933,3,136,2136
3.9181,75.67,1.06151,0.28622,0.374077,0.417109,0.195062,3,137,2137
4.00443,73.9244,0.968745,0.258138,0.370717,0.427092,0.201921,3,138,2138
3.90135,74.0387,0.983108,0.2682,0.377502,0.413308,0.196565,3,139,2139
3.99136,72.8525,1.03543,0.26237,0.328893,0.45214,0.2012,3,140,2140
3.97556,72.1037,1.00975,0.260622,0.337178,0.404535,0.195731,3,141,2141
4.01907,72.5067,0.987354,0.263923,0.334734,0.446333,0.198702,3,142,2142
4.04073,70.2074,0.947454,0.28222,0.359412,0.374946,0.200483,3,143,2143
4.10333,70.6353,1.01034,0.296396,0.330823,0.381386,0.196439,3,144,2144
4.17165,71.6789,1.0364,0.303444,0.390052,0.357318,0.201649,3,145,2145
4.17621,71.4553,1.08003,0.307095,0.372528,0.362434,0.195456,3,146,2146
4.13879,71.011,1.03865,0.318955,0.393376,0.378941,0.204914,3,147,2147
4.01487,69.5249,1.02657,0.304503,0.360806,0.381496,0.193381,3,148,2148
3.99002,68.4197,0.965767,0.298384,0.375639,0.338433,0.197226,3,149,2149
4.03385,69.2313,0.999668,0.307468,0.354009,0.401724,0.198513,3,150,2150
3.97014,68.3757,0.944478,0.301583,0.341089,0.433342,0.197081,3,151,2151
3.99062,68.4077,0.902285,0.295014,0.314209,0.380415,0.200965,3,152,2152
3.99144,69.0507,0.979395,0.284014,0.329202,0.417341,0.196255,3,153,2153
3.96985,69.0379,1.01688,0.29753,0.310763,0.411328,0.19831,3,154,2154
4.04085,69.9068,1.01474,0.288334,0.319191,0.438747,0.200305,3,155,2155
4.01244,69.7968,0.963163,0.28607900000000003,0.303887,0.408635,0.196035,3,156,2156
4.04426,69.8252,0.986099,0.281814,0.308022,0.403182,0.196506,3,157,2157
4.08638,68.6876,1.02621,0.28014,0.318847,0.386875,0.200501,3,158,2158
4.05957,68.729,1.00784,0.283932,0.333526,0.415052,0.197287,3,159,2159
4.05378,69.9724,0.98776,0.279714,0.362572,0.388246,0.197664,3,160,2160
4.07184,69.6707,0.956965,0.283034,0.351499,0.394276,0.198307,3,161,2161
4.08422,68.5526,0.984567,0.311064,0.356664,0.365886,0.198508,3,162,2162
4.10395,67.7992,0.980398,0.310855,0.369311,0.412886,0.198348,3,163,2163
4.01105,67.2927,0.951381,0.312039,0.362977,0.396634,0.199607,3,164,2164
3.9839,68.7756,1.00309,0.301375,0.357563,0.45323,0.200715,3,165,2165
3.87415,67.6938,0.922838,0.303539,0.346972,0.428442,0.198032,3,166,2166
3.856,69.2109,1.05463,0.316545,0.342517,0.375962,0.196889,3,167,2167
3.90395,70.5325,0.938488,0.322396,0.360994,0.393694,0.199293,3,168,2168
3.89686,69.4042,0.94792,0.317213,0.367296,0.476326,0.197472,3,169,2169
3.82364,69.6983,0.966188,0.31889,0.381519,0.46814,0.200476,3,170,2170
3.84501,69.6643,0.973435,0.322102,0.361917,0.478923,0.199696,3,171,2171
3.91615,69.9516,1.03712,0.340239,0.448304,0.415945,0.197249,3,172,2172
3.86218,71.7119,1.02013,0.349473,0.433049,0.459002,0.19794,3,173,2173
3.84641,69.5208,0.992032,0.34047,0.344851,0.354843,0.199204,3,174,2174
3.91321,69.1156,0.972062,0.334274,0.344576,0.419386,0.195651,3,175,2175
3.99932,67.9878,0.939571,0.306245,0.393644,0.499343,0.200919,3,176,2176
3.99033,72.691,0.913483,0.28846,0.39822,0.491941,0.197698,3,177,2177
4.01382,72.1726,0.960862,0.312396,0.369329,0.414038,0.201183,3,178,2178
4.01118,71.6787,0.950296,0.305225,0.366957,0.391144,0.200012,3,179,2179
3.97096,71.126,0.974566,0.283482,0.378656,0.443374,0.196962,3,180,2180
3.93919,71.9471,1.00755,0.291626,0.403456,0.401617,0.201696,3,181,2181
3.88908,70.0373,0.93359,0.285521,0.370513,0.348298,0.197684,3,182,2182
3.91216,71.4068,0.982208,0.294959,0.337734,0.392016,0.199487,3,183,2183
3.89876,70.2629,1.0158,0.297538,0.36812,0.44591,0.197096,3,184,2184
3.87312,68.7897,0.98694,0.284359,0.356975,0.382824,0.199497,3,185,2185
3.87236,67.0406,0.989124,0.266505,0.362485,0.388248,0.197734,3,186,2186
3.89026,67.7028,1.0559,0.267694,0.36475,0.424719,0.197152,3,187,2187
3.93798,68.3696,1.01414,0.263165,0.358302,0.388275,0.196325,3,188,2188
3.92433,67.9915,1.00696,0.25704,0.355609,0.414822,0.199127,3,189,2189
3.93396,67.5193,0.966956,0.25544,0.333915,0.399293,0.201064,3,190,2190
3.93628,69.2853,1.01944,0.262358,0.383683,0.345566,0.199593,3,191,2191
3.94905,69.5738,0.986238,0.261804,0.35585,0.406006,0.201961,3,192,2192
3.94927,68.951,0.96393,0.258502,0.3639,0.383983,0.204142,3,193,2193
3.93111,69.6199,0.956543,0.261093,0.307794,0.359313,0.196321,3,194,2194
4.03004,71.2692,1.00607,0.259798,0.331518,0.396994,0.201431,3,195,2195
4.0182,71.0074,0.977418,0.262286,0.325239,0.387068,0.197192,3,196,2196
4.04627,70.6033,1.02232,0.253365,0.343755,0.396054,0.20044,3,197,2197
4.06177,70.1059,1.04048,0.256148,0.326222,0.402541,0.196183,3,198,2198
4.0389,67.7521,0.996841,0.265846,0.345047,0.483747,0.201189,3,199,2199
4.06783,67.119,0.989158,0.268324,0.367597,0.478776,0.199872,3,200,2200
4.06005,67.1866,0.998499,0.260184,0.370082,0.455018,0.199625,3,201,2201
4.03104,68.1642,0.978152,0.259755,0.35757,0.424877,0.198154,3,202,2202
4.02428,69.8188,1.01498,0.287864,0.367269,0.429675,0.20026,3,203,2203
4.07037,67.6249,1.05334,0.292857,0.344756,0.424102,0.197267,3,204,2204
4.00731,67.4702,0.978136,0.298831,0.340395,0.382713,0.198071,3,205,2205
4.05471,68.8774,1.08945,0.26521,0.344101,0.378859,0.198683,3,206,2206
4.04939,68.0515,1.02399,0.271785,0.344536,0.361375,0.200614,3,207,2207
3.92715,68.3647,0.900729,0.272069,0.319384,0.38384,0.198372,3,208,2208
4.03507,69.0276,0.902219,0.280415,0.32185,0.404881,0.199066,3,209,2209
4.04285,68.0961,0.894423,0.277613,0.315874,0.415915,0.202603,3,210,2210
4.02573,68.3993,0.923359,0.273735,0.336811,0.394955,0.198365,3,211,2211
4.00937,66.7414,0.95459,0.287839,0.326569,0.489887,0.201192,3,212,2212
3.99793,68.1777,0.982122,0.289246,0.299275,0.463021,0.195093,3,213,2213
3.98813,67.9428,0.94572,0.288833,0.328205,0.485864,0.199217,3,214,2214
3.99024,68.5879,0.973547,0.297137,0.328042,0.372127,0.193515,3,215,2215
4.04143,69.294,0.99359,0.295316,0.320847,0.368475,0.193554,3,216,2216
3.99233,70.0614,0.929321,0.297581,0.366971,0.382795,0.202368,3,217,2217
4.01998,68.6984,0.933805,0.302265,0.343729,0.348092,0.199198,3,218,2218
4.06317,69.8491,0.983807,0.273818,0.327237,0.435462,0.200605,3,219,2219
4.05675,70.1049,0.994385,0.269717,0.329953,0.405001,0.197064,3,220,2220
4.07691,70.2125,0.99635,0.265682,0.338107,0.408609,0.201504,3,221,2221
4.06446,69.3951,0.955249,0.260933,0.338986,0.396646,0.199267,3,222,2222
4.13009,71.9698,1.00043,0.274449,0.302972,0.372135,0.198973,3,223,2223
4.12652,72.0522,0.919116,0.268643,0.32212,0.448234,0.19904,3,224,2224
4.09013,70.9392,0.976361,0.265565,0.317378,0.373881,0.199183,3,225,2225
4.09932,70.8081,0.988574,0.273537,0.345955,0.463961,0.195093,3,226,2226
4.11935,69.4601,1.02824,0.279998,0.363332,0.385867,0.198385,3,227,2227
4.06155,68.6015,0.994486,0.281126,0.359457,0.423325,0.199105,3,228,2228
4.0151,67.6241,1.01857,0.288334,0.379249,0.360366,0.198827,3,229,2229
3.97698,66.676,1.01641,0.286259,0.364297,0.346415,0.195585,3,230,2230
3.97539,67.1428,1.00018,0.292487,0.335411,0.378379,0.198234,3,231,2231
3.99992,65.6574,0.942459,0.295802,0.344046,0.386802,0.199411,3,232,2232
4.00357,65.4638,0.919676,0.290441,0.35087,0.371444,0.198634,3,233,2233
4.03677,65.7809,0.947308,0.293437,0.363691,0.388054,0.197419,3,234,2234
4.00639,65.1775,0.973234,0.273106,0.337333,0.36657,0.199897,3,235,2235
3.97001,66.1075,1.01181,0.273774,0.338468,0.358558,0.197076,3,236,2236
4.04108,68.4224,0.937713,0.302533,0.405592,0.4457,0.200745,3,237,2237
4.04543,68.9619,0.962895,0.307589,0.415852,0.41359,0.200443,3,238,2238
4.01642,71.0713,1.01431,0.292111,0.377984,0.397269,0.196308,3,239,2239
4.02964,70.9257,1.05004,0.300565,0.371324,0.415605,0.193536,3,240,2240
4.00838,70.415,0.986171,0.304211,0.365502,0.348333,0.198204,3,241,2241
4.07948,70.0974,1.03205,0.313062,0.36153,0.366021,0.196457,3,242,2242
4.18737,71.7577,0.992864,0.32445,0.384886,0.394132,0.199493,3,243,2243
4.19441,70.8814,0.956216,0.330598,0.407983,0.372328,0.197543,3,244,2244
4.14363,70.2819,0.999443,0.325039,0.340209,0.36319,0.196424,3,245,2245
4.1496,69.1996,0.936032,0.356882,0.344593,0.359655,0.200473,3,246,2246
4.10947,69.0905,0.907148,0.32161,0.376412,0.473226,0.198751,3,247,2247
4.0843,68.809,0.897518,0.296244,0.383786,0.477583,0.198815,3,248,2248
4.10182,69.9275,0.923133,0.301508,0.365336,0.423508,0.199942,3,249,2249
4.03607,68.9123,0.927549,0.284995,0.351019,0.46232,0.196865,3,250,2250
4.02758,71.5393,1.01615,0.319629,0.392527,0.39814,0.19853,3,251,2251
4.06294,70.2271,0.995581,0.322462,0.42529,0.399787,0.198705,3,252,2252
4.0076599999999996,71.3602,1.04932,0.329776,0.355887,0.347563,0.199622,3,253,2253
3.92842,71.7024,1.06578,0.336586,0.365549,0.417717,0.198849,3,254,2254
3.92384,69.3251,1.00295,0.317375,0.33344,0.426772,0.197925,3,255,2255
3.94213,70.6772,1.0224,0.31217,0.349301,0.389022,0.199326,3,256,2256
3.95797,69.2647,0.984903,0.320107,0.324701,0.35697,0.197334,3,257,2257
3.93271,68.981,0.988179,0.289087,0.327393,0.446758,0.199804,3,258,2258
3.98773,70.8516,1.01099,0.277317,0.375279,0.389873,0.198207,3,259,2259
3.9942,71.0364,1.0088,0.301167,0.36519,0.434076,0.195633,3,260,2260
4.02088,69.665,0.967956,0.30087,0.322035,0.414341,0.198589,3,261,2261
4.04759,70.4284,0.979854,0.290936,0.382395,0.442379,0.198467,3,262,2262
4.02967,71.5229,0.917874,0.301003,0.359292,0.447488,0.199368,3,263,2263
4.01831,71.4165,0.927939,0.301888,0.350988,0.442213,0.199161,3,264,2264
4.06996,72.8841,1.04258,0.301281,0.358829,0.428964,0.199964,3,265,2265
4.10399,68.8755,0.960514,0.288669,0.313523,0.387782,0.197087,3,266,2266
4.15219,69.9802,1.02376,0.285183,0.354443,0.391999,0.199564,3,267,2267
4.1513,70.2149,0.9869,0.283688,0.372408,0.405913,0.196906,3,268,2268
4.12105,69.9723,0.959959,0.277815,0.386989,0.422628,0.195792,3,269,2269
4.1127,69.8392,0.988979,0.267049,0.392677,0.45639,0.197395,3,270,2270
4.006,69.7635,0.92809,0.295323,0.32347,0.40713,0.198913,3,271,2271
4.01581,68.9147,0.949259,0.31298,0.339442,0.430435,0.198251,3,272,2272
3.95282,70.8427,0.957873,0.295744,0.363376,0.345961,0.198064,3,273,2273
3.98276,71.4505,1.02557,0.309047,0.345451,0.444147,0.200444,3,274,2274
3.95504,70.5573,1.05079,0.304881,0.354196,0.42132,0.195672,3,275,2275
4.05347,70.0354,1.00162,0.302762,0.351842,0.405593,0.19802,3,276,2276
4.00484,68.9732,0.941576,0.293827,0.363515,0.394842,0.199756,3,277,2277
4.04019,70.2012,0.943624,0.291251,0.362133,0.430562,0.200409,3,278,2278
4.07428,69.0408,0.965899,0.289919,0.337401,0.44962800000000003,0.19624,3,279,2279
4.06318,67.1564,0.922874,0.300532,0.328735,0.382341,0.198915,3,280,2280
4.01897,67.8867,0.950678,0.281437,0.341969,0.46279,0.198862,3,281,2281
4.0108,67.253,0.9548,0.273825,0.333647,0.450664,0.200916,3,282,2282
4.05289,67.9459,1.00067,0.281953,0.326518,0.422637,0.195709,3,283,2283
4.18449,66.1066,0.923434,0.296319,0.354434,0.340546,0.2031,3,284,2284
4.16009,71.0839,0.901403,0.311354,0.416009,0.453652,0.194016,3,285,2285
4.10941,67.9585,0.997582,0.304622,0.400748,0.445758,0.202609,3,286,2286
4.14235,68.6243,0.920296,0.320051,0.378288,0.398284,0.193463,3,287,2287
4.12395,69.7051,0.945393,0.334402,0.371464,0.396987,0.194168,3,288,2288
4.08322,68.5816,0.932125,0.330864,0.361043,0.392055,0.193339,3,289,2289
4.05892,69.832,0.905854,0.343886,0.397598,0.42772,0.201838,3,290,2290
4.08614,67.2643,0.933595,0.347678,0.365723,0.393445,0.194599,3,291,2291
4.15208,69.8811,1.04867,0.351576,0.393286,0.424922,0.20124,3,292,2292
4.06571,69.3202,0.985103,0.348272,0.345511,0.426212,0.19402,3,293,2293
4.14287,71.2093,1.05368,0.29243,0.373072,0.4095,0.198508,3,294,2294
4.09534,69.494,1.00572,0.280477,0.346363,0.428495,0.198752,3,295,2295
4.02813,70.3344,1.00769,0.279719,0.344313,0.426959,0.19709,3,296,2296
3.99936,69.964,0.994835,0.286369,0.360187,0.42621,0.195905,3,297,2297
4.04276,71.3882,1.03609,0.277316,0.347123,0.453539,0.202347,3,298,2298
4.04771,70.601,1.00124,0.280333,0.340564,0.419712,0.204497,3,299,2299
4.05693,70.6307,1.02299,0.27222,0.353207,0.427158,0.201911,3,300,2300
3.96272,70.6175,0.99436,0.258949,0.34717,0.408768,0.194882,3,301,2301
3.96208,70.6974,0.999726,0.260472,0.342395,0.409404,0.194435,3,302,2302
3.95827,69.2123,0.977712,0.269938,0.373991,0.366564,0.199899,3,303,2303
3.92408,67.456,0.933632,0.257104,0.379668,0.421171,0.199324,3,304,2304
3.92157,67.5947,0.94976,0.265729,0.359196,0.43333700000000003,0.199024,3,305,2305
3.95137,64.0454,1.01794,0.292441,0.315441,0.377585,0.204274,3,306,2306
3.91429,65.6679,0.929734,0.290679,0.339053,0.390814,0.194295,3,307,2307
3.93276,66.6331,0.985191,0.288136,0.33446,0.436533,0.201713,3,308,2308
3.98056,68.0642,0.95402,0.268586,0.373781,0.394798,0.196461,3,309,2309
3.97779,68.9459,0.934445,0.270843,0.361608,0.36261,0.198433,3,310,2310
3.92539,70.8684,0.971326,0.300654,0.379919,0.427518,0.197763,3,311,2311
3.85783,71.3512,1.02958,0.282238,0.346679,0.408316,0.199866,3,312,2312
3.85552,67.8767,0.981705,0.300425,0.345065,0.462932,0.197297,3,313,2313
3.83553,67.5493,0.993263,0.303266,0.348968,0.452422,0.198944,3,314,2314
3.84771,68.4001,0.972029,0.322769,0.353428,0.373428,0.197738,3,315,2315
3.74922,67.1466,0.933489,0.306625,0.348835,0.408528,0.200214,3,316,2316
3.79931,68.5411,0.965409,0.296546,0.357789,0.434734,0.199538,3,317,2317
3.7266,66.0968,0.958349,0.288752,0.35441,0.373242,0.196222,3,318,2318
3.79183,66.7195,0.986603,0.294565,0.361928,0.434663,0.201152,3,319,2319
3.75832,66.9567,0.955167,0.286058,0.33443,0.475331,0.195724,3,320,2320
3.70321,66.4372,0.926219,0.306488,0.335069,0.391584,0.19911,3,321,2321
3.69654,65.4018,0.927025,0.31383,0.330056,0.407227,0.199548,3,322,2322
3.74013,64.664,0.903194,0.307885,0.314346,0.457411,0.198395,3,323,2323
3.72779,64.3615,0.880573,0.314016,0.313582,0.463771,0.199103,3,324,2324
3.72447,66.642,0.935705,0.303912,0.316465,0.392963,0.197753,3,325,2325
3.7682,68.9791,1.01987,0.294439,0.314532,0.413057,0.195736,3,326,2326
3.72669,69.9045,1.02997,0.29488,0.325208,0.374265,0.201355,3,327,2327
3.73727,69.4097,1.01368,0.29243,0.320391,0.331498,0.199846,3,328,2328
3.7157,69.8251,1.00745,0.292275,0.334891,0.389136,0.197283,3,329,2329
3.68398,71.6936,0.980326,0.301695,0.335367,0.336272,0.201707,3,330,2330
3.72541,70.1962,0.9605,0.291278,0.314329,0.386501,0.1962,3,331,2331
3.73623,69.6717,0.983622,0.289016,0.328225,0.396126,0.200742,3,332,2332
3.71098,70.4282,0.918666,0.286533,0.313868,0.405934,0.197977,3,333,2333
3.72292,70.8999,0.965956,0.300708,0.29938,0.378841,0.197942,3,334,2334
3.70458,71.7953,0.969532,0.303421,0.328472,0.4094,0.20094,3,335,2335
3.76827,70.2531,1.04873,0.308743,0.33176,0.451275,0.197219,3,336,2336
3.75729,70.1,0.961285,0.306548,0.339729,0.417154,0.193403,3,337,2337
3.79291,70.1165,1.0155,0.315807,0.342285,0.432501,0.205048,3,338,2338
3.78751,70.0341,1.01798,0.315485,0.330265,0.338057,0.195278,3,339,2339
3.86677,71.3805,0.975462,0.326225,0.35387,0.360433,0.201278,3,340,2340
3.89999,73.3996,1.03459,0.335525,0.357064,0.383042,0.196909,3,341,2341
3.93336,73.9481,1.10868,0.348566,0.394704,0.393994,0.200651,3,342,2342
3.90636,74.0741,1.08266,0.312441,0.379834,0.417202,0.195303,3,343,2343
3.89173,73.2512,0.961913,0.314849,0.369513,0.377217,0.197662,3,344,2344
3.9778,74.3049,1.00401,0.296527,0.360483,0.421941,0.1992,3,345,2345
3.95622,73.183,0.995503,0.310293,0.351969,0.423757,0.1971,3,346,2346
3.91558,71.185,1.01594,0.276155,0.373253,0.399221,0.199578,3,347,2347
3.95462,71.2679,1.02129,0.280353,0.380484,0.41197,0.197045,3,348,2348
4.0132,71.74,0.977203,0.278824,0.350548,0.469457,0.196263,3,349,2349
3.9967800000000002,71.2634,0.985074,0.278403,0.352535,0.437186,0.198695,3,350,2350
4.03541,71.0632,0.989476,0.28509,0.348358,0.402444,0.198215,3,351,2351
3.96722,71.0896,0.941667,0.284999,0.347861,0.396121,0.204026,3,352,2352
3.97066,72.183,0.972298,0.288213,0.347516,0.420078,0.197153,3,353,2353
4.07685,72.6928,1.02021,0.316466,0.368209,0.431534,0.198628,3,354,2354
4.05518,72.0895,0.99958,0.306938,0.385066,0.444496,0.196123,3,355,2355
